"n","preval","crate","incub","recov","ptran","R0"
6967,0.0129397335110698,1.7330071227625,20.6031621093862,0.090852401599288,0.228889750832541,4.36606585558038
7087,0.0138921995202545,2.12272680085152,4.60366490017623,0.162518385861069,0.136179902822009,1.7787078546593
9296,0.0141081162756309,2.5407743146643,14.78538766969,0.244990788432304,0.17948484029888,1.86141885179095
7681,0.0087313768225722,4.34856327902526,9.34514639060944,0.0973606287613511,0.032320565330485,1.4435817161575
5046,0.0160740849513095,2.36399721167982,3.95733780926093,0.113566896959674,0.115912801275586,2.41282932218164
8563,0.0189426818664651,4.44847197737545,12.8441761191934,0.226430626512738,0.202881611062244,3.98582636737265
5182,0.0180017940723337,4.24142422806472,16.4881365769543,0.136609385707183,0.0464097919367877,1.44092307363171
7344,0.00748838719213381,3.94010688178241,7.30141682596877,0.234148367843358,0.126270475331075,2.12480306141078
8361,0.00937979977647774,1.26533975079656,18.7302835131995,0.120754488057224,0.311430208111664,3.2633571493905
7590,0.0100282267015427,2.90067898202688,16.4618044509552,0.0894793797088787,0.130281315843478,4.22336716959253
6065,0.0112491869574878,3.24205517489463,10.47960999934,0.108329835619777,0.108106324986914,3.23536603150424
6834,0.0130825818253215,2.01235515065491,15.5534255853854,0.0869878294800874,0.0979107201523399,2.26504262930248
7095,0.00839391802530736,1.52673827763647,11.5258174357004,0.145177941396134,0.407011586361367,4.28026573709212
6545,0.0166455180470366,1.34080977272242,13.9660164895467,0.174915662217652,0.201465503434702,1.54432663402986
8684,0.00995196080510505,1.68117482680827,8.03457399224862,0.24091387847811,0.712575063816271,4.97257886123843
9747,0.0167644082745537,2.57744064647704,5.08586582355201,0.217913568369811,0.381169206758261,4.50839759099763
7437,0.0191180250556208,2.74046415649354,11.7238203599118,0.202907983092125,0.351881623255984,4.75249401805922
9914,0.0143916980226059,4.79588377755135,7.26371583016589,0.111276148626115,0.028782379759043,1.24048998702783
5197,0.0187246688746382,1.68823848664761,7.91942047281191,0.241511491678422,0.530199444309855,3.7062547262758
6413,0.0170299869305454,4.87067550886422,17.1953149437904,0.0972325471388176,0.0445102403237927,2.22965399774257
5451,0.0180964271624107,2.85217592306435,3.58182575181127,0.136238344430225,0.156412567991233,3.27452717041597
8654,0.0163882111588027,3.12294793967158,20.4678573422134,0.0928255039497744,0.102962071884307,3.46397462522145
6025,0.0139033064385876,3.86120128445327,8.67607834981754,0.217663226149045,0.226204855208361,4.01272411942482
9547,0.0189985883457121,4.45238243602216,4.6604255978018,0.134559894118691,0.0553658623538849,1.83197225825861
5118,0.0145401068106294,1.29331316333264,7.27456080168486,0.23323490613373,0.366363712973298,2.03152701458894
7403,0.00711532216193154,4.63467559032142,12.0118716079742,0.140072625976289,0.0379773482603897,1.25658163214102
5315,0.0169046295911539,1.74643768556416,20.9713645898737,0.160046344863716,0.443183787292716,4.83605463416316
9596,0.0115895564542152,4.11819267552346,7.22172533674166,0.152232255413895,0.170199559607751,4.60424486156553
8973,0.0191495083926711,4.78800223767757,16.7143963845447,0.0948977660953533,0.0697126159774217,3.51730261973571
7680,0.0177180353333242,4.67902649007738,15.9320114837028,0.163200204511639,0.0473613547520925,1.35787227812689
8129,0.0130806537698954,2.98366702627391,4.36588041158393,0.149287495864322,0.0967572403006989,1.93379482834134
7014,0.010798237538198,4.64320231229067,4.46957892877981,0.220607573891291,0.195662916971165,4.11818367105443
5914,0.014089440636104,4.01707099284977,15.0011219568551,0.191726842287462,0.0899824414461895,1.88531689713709
5088,0.0169237846089527,3.26231896784157,11.6142907203175,0.128081467912067,0.14121504651602,3.59683982627466
7971,0.0137394753561821,3.50909796729684,6.42512369714677,0.140276592840673,0.18256731983681,4.56702431931626
8316,0.0186787878053729,2.62218903843313,13.9362885318696,0.234763641247293,0.338773856187857,3.78392960461788
9069,0.0122646600636654,2.78425271064043,13.9249860970303,0.237666097794427,0.0996181473667025,1.16702423866373
6388,0.0106984065303113,3.86314327642322,15.380957278423,0.118190887133358,0.124036542084736,4.05421217496041
5078,0.0107297862600535,4.67404694017023,6.0411903290078,0.113638355053961,0.107489161991729,4.42112514274195
7649,0.0177538558756933,4.59051195997745,4.31610157107934,0.204782190419501,0.171453580809051,3.84339923150837
8236,0.012964736266993,4.31664306670427,11.7470992938615,0.1571236292799,0.0473493299929162,1.30082380329259
7728,0.0120606493800879,3.27028187643737,19.9059766307473,0.221405323868617,0.249849251097455,3.69041477155406
8260,0.00799580648681149,4.70385948568583,16.5462538772263,0.186967299111886,0.0530657413599573,1.33506657071412
6012,0.0129466898080427,3.50512791983783,11.0434717820026,0.181412520771846,0.125908129779371,2.43271026248112
9490,0.0153327461190056,1.0965643459931,7.98772097658366,0.13885074883583,0.38457168850154,3.03712875605561
7742,0.0100356350145303,1.95982762705535,4.92974265525118,0.214429603743833,0.531162011042438,4.8546747534303
8010,0.0149486357688438,4.56440731044859,7.99334788229316,0.226340166975744,0.208802795835155,4.21074624308385
8312,0.0129885101609398,4.72136297170073,15.3419318078086,0.18056194938859,0.0425935871271013,1.11374398523476
7248,0.00875704392441548,2.67364999558777,4.37219268037006,0.248812414477812,0.364191142830911,3.91346890574787
8628,0.0122826919122599,1.09419501759112,7.47850459674373,0.199974681630265,0.753712971105844,4.12406696164981
9456,0.0188605304725934,3.92464437708259,17.5239228098653,0.198043147355551,0.179753482671705,3.56219593784772
9535,0.0104279841282405,4.37847562413663,8.40692598419264,0.0999161783747841,0.0736913170735491,3.22926317604724
6150,0.0154428011856508,1.20079845003784,10.8317665206268,0.076247742740903,0.193441113753424,3.04643496605568
9614,0.0155483244268689,4.56051516253501,14.4790368410759,0.219298046555836,0.0994095536598631,2.06731789857149
6332,0.0176618883265182,4.90503257885575,14.1650529401377,0.151542445884086,0.0747023650090862,2.41792015398387
5885,0.0105565638486296,2.47038162592798,3.33869871357456,0.222841349404305,0.394968408738788,4.37855318314396
6223,0.0112111933131237,1.05727811157703,16.4325050599873,0.094316827861825,0.105940211408691,1.18757457388565
7716,0.00853488526004367,2.62855046708137,8.72581163048744,0.19115342348651,0.363260591482131,4.99519590074196
6427,0.0109348153977189,3.09079034905881,15.9915871093981,0.122291387675097,0.143689280295053,3.63160030515864
8584,0.0098187034886796,3.26734172180295,11.9408561009914,0.156240222503431,0.201227622441138,4.20813152878545
5345,0.0163736916251946,4.34058238845319,10.6612610626034,0.104532794192433,0.0452710019766079,1.87981690727174
8529,0.0131938142983709,4.19024518039078,9.80524250026792,0.215461273160763,0.200926959701226,3.90758493230678
6137,0.0140070793882478,3.7251668991521,11.4589940789156,0.18127970734518,0.16076721706882,3.3036500569433
5091,0.0104726886719,4.38905945513397,13.4506588443182,0.114021878914908,0.0837427123406006,3.22351944113616
8082,0.0115859741445165,2.21023145318031,11.5152213438414,0.244422807021765,0.519766918709146,4.70007363900077
7656,0.0141269856453873,4.45582467224449,20.0170195600949,0.13624628042127,0.150096570439819,4.90878723233473
9508,0.0125918623337056,3.66563496179879,4.66381907835603,0.129474264972843,0.141461523449524,4.00501448079012
8128,0.0156994882945437,4.82870452664793,4.35033289482817,0.244541769410484,0.20440871121796,4.03623999091797
8625,0.0166541191940196,4.57602786179632,17.1943073510192,0.177625855880557,0.188633570340392,4.85961049571633
8103,0.01644764053775,4.75573025736958,17.4423117013648,0.146034736192087,0.0705603359136614,2.29785004050937
8955,0.0186028877005447,1.44156482256949,18.0691617052071,0.156606831131503,0.49482748857566,4.55488368941005
5074,0.00736261758464389,3.10837738867849,14.7400434804149,0.128489371716976,0.0839849299805756,2.03173892013729
6294,0.0192775036504026,3.8412777101621,10.8752004448324,0.247017028681468,0.126687462035415,1.97007358833216
6436,0.00727647802070715,1.23336716275662,18.6710194679908,0.21588403257844,0.849206688713805,4.85160311183427
8242,0.0139925286907237,3.32877863850445,7.36633708002046,0.145255228224909,0.204058713486912,4.67636376849841
7992,0.0110919594198931,3.57826355565339,8.10748904803768,0.138249067407567,0.150803687686025,3.90321142720059
8661,0.0188593444034923,1.5426374245435,14.6168583668768,0.100123974117916,0.189653738598291,2.92204696671106
8243,0.0110926364783663,3.45558933727443,3.42632574867457,0.10885501949233,0.147785693753548,4.69143885066733
8361,0.0198511933363043,2.11117752175778,11.9290918568149,0.192193186932476,0.108415125288221,1.19090369008482
