n,initial_infected,preval,crate,incub,recov,R0,ptran,beta
6967,1735,0.24903114683508,6.83251780690625,20.6031621093862,0.152785561421653,1.44362908601761,0.0322817571245672,0.220565680391828
7087,1265,0.17849583744885,7.80681700212881,4.60366490017623,0.165900285701966,3.04510359466076,0.0647105672143393,0.505183556346303
9296,606,0.0651893287435456,8.85193578666076,14.78538766969,0.168873293333687,4.8880623113364,0.093252278420226,0.825463180535651
7681,1777,0.231350084624398,13.3714081975631,9.34514639060944,0.0948397270184942,1.58906432986259,0.0112707969895392,0.150706427258995
5046,1680,0.332936979785969,8.40999302919954,3.95733780926093,0.195943169714184,1.95121557451785,0.045461079829587,0.38232736446671
8563,1489,0.173887656195259,13.6211799434386,12.8441761191934,0.235441542622866,4.47331008967012,0.0773209833887921,1.05320302814237
5182,1732,0.334233886530297,13.1035605701618,16.4881365769543,0.222486241457518,2.46613152418286,0.041872613998118,0.548680333755344
7344,936,0.127450980392157,12.350267204456,7.30141682596877,0.0777247159532271,4.6457735830918,0.0292375400589335,0.361091432128816
8361,1637,0.195789977275446,5.66334937699139,18.7302835131995,0.103768012306886,2.11183213535696,0.0386945265821151,0.219140623011798
7590,1385,0.182476943346509,9.75169745506719,16.4618044509552,0.112696352275088,1.41294703260064,0.0163288470818238,0.159233976532003
6065,1166,0.192250618301731,10.6051379372366,10.47960999934,0.129508035799256,1.83418627083302,0.0223987526264503,0.237541861225545
6834,1245,0.182177348551361,7.53088787663728,15.5534255853854,0.154752472825581,1.35726993251592,0.027890586314563,0.210040878348648
7095,293,0.0412966878083157,6.31684569409117,11.5258174357004,0.0901931789638475,2.65760762896389,0.0379458502079672,0.239698080494826
6545,1422,0.217265087853323,5.85202443180606,13.9660164895467,0.203811363878427,3.32213770318776,0.115701741195513,0.677089416278643
8684,1687,0.194265315522801,6.70293706702068,8.03457399224863,0.111646229547216,4.79695817828178,0.0798996452668304,0.535562293900841
9747,412,0.0422694162306351,8.94360161619261,5.08586582355201,0.205448390857317,4.28298476804048,0.0983867983416406,0.879932328660313
7437,887,0.119268522253597,9.35116039123386,11.7238203599118,0.237855883458164,3.94766442663968,0.100412694308503,0.938975209794745
9914,650,0.0655638491022796,14.4897094438784,7.26371583016589,0.172777995849727,1.90002566762269,0.0226562601676999,0.328282626914887
5197,1824,0.350971714450645,6.72059621661902,7.91942047281191,0.23243967142771,4.81031266320497,0.166370283061346,1.11810749489992
6413,912,0.142211133634804,14.6766887721606,17.1953149437904,0.209105204659048,1.58620217069983,0.0225993161457486,0.331683129534816
5451,1941,0.356081452944414,9.63043980766088,3.58182575181127,0.223789266313193,2.45784009899944,0.0571145496421341,0.550038232470231
8654,112,0.0129419921423619,10.3073698491789,20.4678573422134,0.200268445955822,1.48772075865418,0.0289058730511763,0.297943524351889
6025,1417,0.235186721991701,12.1530032111332,8.67607834981754,0.166053219423629,4.27739052847028,0.0584443577974173,0.710274467984629
9547,683,0.071540798156489,13.6309560900554,4.66042559780181,0.236211331837112,2.42033282946795,0.0419420352732856,0.571710041137711
5118,1441,0.281555295037124,5.7332829083316,7.27456080168486,0.174821470700204,4.62536103092134,0.141038290081588,0.808612417945082
7403,1641,0.221666891800621,14.0866889758036,12.0118716079742,0.072587897460442,2.54352236818522,0.0131066243577397,0.18462894085017
5315,1808,0.340169332079022,6.8660942139104,20.9713645898737,0.20737913052435,2.98986245505512,0.0903038986940445,0.62003507631673
9596,337,0.0351187994997916,12.7954816888087,7.22172533674166,0.134194661946502,2.81524593103677,0.0295253422418768,0.377790976011744
8973,1823,0.203165050707679,14.4700055941939,16.7143963845447,0.238289384791395,1.53402829263359,0.0252620951474218,0.365542658104252
7680,1665,0.216796875,14.1975662251934,15.9320114837028,0.21857910189731,3.06033976562321,0.0471155624041777,0.668926317470547
8129,1008,0.124000492065445,9.95916756568477,4.36588041158393,0.154725924985483,2.74944124836475,0.0427154014169082,0.425409840346477
7014,1097,0.156401482748788,14.1080057807267,4.46957892877981,0.123298809179803,4.34318600874394,0.0379578567834219,0.535509662924511
5914,1016,0.171795738924586,12.5426774821244,15.0011219568551,0.168616144143278,3.6978065315634,0.049711066877759,0.623509879140049
5088,145,0.028498427672956,10.6557974196039,11.6142907203175,0.20764288038481,2.27556352876127,0.0443424876622867,0.472504565610613
7971,1226,0.153807552377368,11.2727449182421,6.42512369714677,0.163797391442815,2.54808028694242,0.0370246028997446,0.417368904188028
8316,590,0.070947570947571,9.05547259608284,13.9362885318697,0.231807924397057,4.65952270943672,0.119277517158266,1.08011428795548
9069,612,0.0674826331458816,9.46063177660108,13.9249860970303,0.143490319338161,4.72438207361847,0.0716551609265307,0.677903092419
6388,1144,0.179085785848466,12.157858191058,15.380957278423,0.121924212994287,2.05454496387392,0.0206038575088779,0.250498777781703
5078,1426,0.280819220165419,14.1851173504256,6.0411903290078,0.122356287734583,1.95281240344048,0.0168443355401538,0.238938876327025
7649,621,0.08118708327886,13.9762798999436,4.31610157107934,0.219072323211469,3.98954615462571,0.06253446202496,0.873999144653237
8236,1931,0.234458474987858,13.2916076667607,11.7470992938615,0.153129830137827,2.92455037496984,0.0336931327930018,0.447835902148648
7728,1753,0.226837474120083,10.6757046910934,19.9059766307473,0.140681249156594,4.36101282387972,0.0574681250000452,0.613512731651325
8260,1173,0.142009685230024,14.2596487142146,16.5462538772263,0.0847114893184044,3.59144802484661,0.0213355123321603,0.304236910994398
6012,330,0.0548902195608782,11.2628197995946,11.0434717820026,0.152881344279973,3.46731889992952,0.0470653338951284,0.530088374468582
9490,273,0.0287671232876712,5.24141086498275,7.98772097658366,0.185735504254,2.51621785108,0.0891651128717227,0.467350991383261
7742,1764,0.227848101265823,7.39956906763837,4.92974265525118,0.112798359046225,4.20513080991805,0.0641026322746202,0.474331854933477
8010,514,0.0641697877652934,13.9110182761215,7.99334788229317,0.180446600201773,4.47128864750266,0.0579992649673658,0.806828834962637
8312,1064,0.128007699711261,14.3034074292518,15.3419318078086,0.153457178369863,3.44831171818078,0.0369959528195748,0.529168186411756
7248,1766,0.243653421633554,9.18412498896942,4.37219268037006,0.0951931432669517,4.97346177604049,0.0515497622199126,0.473439459379331
8628,1945,0.225428836346778,5.2354875439778,7.47850459674373,0.143738604022656,3.88211579062045,0.106582223663191,0.558009904398091
9456,1571,0.166137901861252,12.3116109427065,17.5239228098653,0.234310381122632,3.83895301353186,0.0730616446457322,0.899506543712527
9535,1681,0.176297850026219,13.4461890603416,8.40692598419264,0.118200704535004,1.64617158379406,0.0144709136631028,0.194578640989961
6150,1129,0.183577235772358,5.50199612509459,10.8317665206268,0.18725087786396,1.11726799421012,0.0380242748210869,0.209209412725152
9614,916,0.0952777199916788,13.9012879063375,14.4790368410759,0.188703851723811,4.31392282806337,0.0585595995982292,0.814053853694832
6332,174,0.0274794693619709,14.7625814471394,14.1650529401377,0.217806000803597,2.79983119294047,0.0413084958916652,0.609820035059529
5885,266,0.0451996601529312,8.67595406481996,3.33869871357456,0.119971148377284,4.39310277998447,0.0607478533791793,0.527045585454178
6223,967,0.155391290374417,5.14319527894259,16.4325050599873,0.128984892542241,1.52104643266648,0.0381459384737928,0.196192010669245
7716,1204,0.156039398652151,9.07137616770342,8.72581163048744,0.092134189349832,3.68499270360917,0.0374269360271751,0.339513815507077
6427,615,0.0956900575696281,10.226975872647,15.9915871093981,0.125179381245514,2.14617626089603,0.0262694485376976,0.268657016382776
8584,1812,0.211090400745573,10.6683543045074,11.9408561009914,0.109811378805665,2.90480944141746,0.0298997503105981,0.318981129929765
5345,288,0.0538821328344247,13.351455971133,10.6612610626034,0.200068523146911,1.74933618307114,0.0262134037959006,0.349987106634496
8529,1836,0.215265564544495,12.9756129509769,9.80524250026792,0.156284058416029,4.22818487510085,0.0509261407927771,0.660797892014034
6137,1796,0.292651132475151,11.8129172478803,11.4589940789156,0.167482093115104,3.46435100212693,0.0491171439659195,0.580216757121628
5091,812,0.159497151836574,13.4726486378349,13.4506588443182,0.118816251713084,1.96138276904821,0.0172975748909896,0.233044148792938
8082,1421,0.17582281613462,8.02557863295078,11.5152213438414,0.134145336297574,4.87536998931319,0.0814904665074665,0.654008146791515
7656,384,0.0501567398119122,13.6395616806112,20.0170195600949,0.169133110040333,2.45801743958145,0.0304798749274147,0.415732134089788
9508,1702,0.179007151872108,11.664087404497,4.66381907835603,0.147995642902562,2.30668748542666,0.0292675873853105,0.341379697381014
8128,805,0.0990403543307087,14.5717613166198,4.35033289482817,0.190785261901794,4.87802836671472,0.0638670850617481,0.930655919508047
8625,101,0.0117101449275362,13.9400696544908,17.1943073510192,0.203929795056116,3.3827006900683,0.0494856536272457,0.689833458461811
8103,1058,0.130568925089473,14.3893256434239,17.4423117013648,0.201086742789019,2.67675388138741,0.0374068759436304,0.538259719256059
8955,1627,0.181686208821887,6.10391205642372,18.0691617052071,0.230762838338269,2.91300181299448,0.110128153917895,0.672212566451129
5074,1334,0.262908947575877,10.2709434716962,14.7400434804149,0.0759929652039427,2.28467869758606,0.0169039494031188,0.173619508767847
6294,1886,0.299650460756276,12.1031942754053,10.8752004448324,0.240051781032467,4.93334142304957,0.0978466814707593,1.1842573950443
6436,116,0.0180236171535115,5.58341790689156,18.6710194679908,0.0748068896697368,4.23763201292604,0.0567759884246939,0.317004070451903
8242,133,0.0161368599854404,10.8219465962611,7.36633708002046,0.167281741203042,2.65933470893651,0.0411070352820147,0.444858140552584
7992,815,0.101976976976977,11.4456588891335,8.10748904803768,0.127343133550836,2.50277245603502,0.0278455692418726,0.318710887116221
8661,1451,0.16753261748066,6.35659356135875,14.6168583668768,0.234294049863471,1.65081506408751,0.0608464491566474,0.386776146940688
8243,1141,0.138420477981318,11.1389733431861,3.42632574867457,0.127352456125198,1.84592222329229,0.0211045238829092,0.235082728952359
8361,1937,0.231670852768808,7.77794380439445,11.9290918568149,0.247951046707574,3.70822764094919,0.118213624079391,0.91945892500331
8347,1439,0.172397268479693,14.5279542077333,19.101172523573,0.229897126648808,1.90858926437795,0.0302024071358712,0.438779187833253
5223,1035,0.198161975875933,10.9219571761787,12.8695046757348,0.245743646993302,2.29951895680279,0.0517390945285376,0.565092174774949
5018,1328,0.264647269828617,13.6941665946506,4.44096061773598,0.245673852548935,4.96147225331515,0.0890089947688179,1.21890400278658
8839,1285,0.145378436474714,7.8456519311294,11.1101674614474,0.220116051902296,4.35474956315011,0.122175988595745,0.95855028086385
8069,1031,0.127772958235221,8.92066778382286,8.91587889147922,0.164171682459302,3.19514783285558,0.0588019650700749,0.524552795426094
5726,1733,0.302654558155781,7.61804864741862,12.4117501052097,0.0794355512163602,2.24990500882268,0.023460396859088,0.178722444560279
6174,1773,0.287172011661808,7.24140491569415,17.3033531578258,0.200703644988826,2.27372532151639,0.0630188430345474,0.45634495973173
6293,1106,0.175750834260289,14.4657037733123,14.3289344399236,0.161120830073021,4.13994247280061,0.0461112005419878,0.667030967672191
5425,1681,0.309861751152074,8.52025209693238,13.2917306930758,0.159030825287336,1.63477702718228,0.030513174591064,0.259979939793577
5786,545,0.094192879363982,10.6799636012875,5.68177944654599,0.205611821227241,2.19590820930898,0.0422758637594459,0.45150468616387
5720,149,0.0260489510489511,5.50465420586988,4.75357553176582,0.199349405030021,1.20547324046493,0.0436558527164232,0.240310373266295
8983,1990,0.221529555827675,13.711839588359,5.42758402135223,0.11601112085348,1.28354351501912,0.0108596166752126,0.148905321841583
7686,492,0.0640124902419984,14.2296230862848,18.1497292164713,0.160848098053364,4.22658486105502,0.0477762574623006,0.679838136161842
8780,550,0.0626423690205012,9.0367705700919,13.9578652647324,0.153161792862928,4.28256969619542,0.0725841214670855,0.655926052729734
7856,833,0.106033604887984,6.61931799491867,18.5177576425485,0.206474023031304,1.82844467740506,0.0570340220433291,0.377526328433997
9607,316,0.0328926824190694,6.30888161249459,13.4902895260602,0.155365744498326,2.63710869010538,0.0649427870305559,0.409716354961226
8769,595,0.0678526627893717,11.6563825169578,6.91037725936621,0.162650744136656,3.3732031499967,0.0470689771610435,0.548654002471074
8699,1056,0.121393263593517,9.77804990950972,5.37418320961297,0.113260492678965,1.90443303342909,0.0220593089252383,0.215697023640273
6500,474,0.0729230769230769,6.14006702322513,10.8503566514701,0.14778771867021,4.96886174660176,0.119597512395269,0.734336741917949
9670,1785,0.18459152016546,11.7626390536316,11.1901192548685,0.214411907281494,2.77268028259277,0.0505410108192484,0.594495667672508
6555,1748,0.266666666666667,10.2686183177866,16.8748239199631,0.22044238276477,1.85028263460845,0.0397210900374843,0.407880712761362
5175,198,0.0382608695652174,7.26938256295398,9.79525480885059,0.0985184668409638,4.20199025701731,0.0569475652460078,0.413973637802013
6550,832,0.127022900763359,9.01292810216546,18.4402725636028,0.0817307621643413,3.39674815908074,0.0308022889759091,0.277618815921992
8870,337,0.0379932356257046,7.59507790207863,13.5296743498184,0.0903134216603357,2.85026656836271,0.033892651234354,0.2574173264329
8174,987,0.120748715439197,7.63051848160103,6.43047933932394,0.196437617948279,4.35520247090608,0.112118934136667,0.855525599067248
7872,318,0.0403963414634146,8.4566149301827,10.2363674500957,0.200834723581793,2.74717437289655,0.0652421814599219,0.551728005811664
5499,176,0.0320058192398618,13.1212757551111,17.168911781162,0.0897902692344505,3.84190467279404,0.0262905575175414,0.344965654943271
7922,623,0.0786417571320374,13.6586220096797,17.4994177208282,0.195593753969064,3.82828932628036,0.054821744102459,0.748789480606874
9978,1517,0.152034475846863,10.4160416149534,15.3782560299151,0.120530506923329,3.9921113839373,0.0461952079866481,0.481171208800355
5592,1437,0.256974248927039,11.1056806123815,17.1878689974546,0.248130580115132,4.27278178930283,0.095465362375276,1.06020782408508
9602,1189,0.123828369089773,5.31427912181243,16.0595406191424,0.170156472210307,1.35836288426071,0.0434930554209189,0.23113423636722
7257,1662,0.229020256304258,10.4586357763037,4.6104017207399,0.10330150674819,3.35847733542323,0.0331721819699395,0.346935769128867
7195,1135,0.157748436414177,8.63369590602815,3.6897886376828,0.210068259081803,4.92562233097851,0.119846346133254,1.03471690796311
6907,980,0.1418850441581,5.80663687549532,18.9786657951772,0.176080920289271,1.68575920816511,0.0511190968411477,0.296830032759825
7478,102,0.0136400106980476,7.3489973321557,6.66098811803386,0.0919019244746305,3.22746289614588,0.0403606149138804,0.296610051326271
5031,415,0.0824885708606639,14.7450592182577,20.9712823131122,0.078109848492546,3.61798515263945,0.0191657604040699,0.282600272120948
6980,1954,0.279942693409742,14.3159738671966,8.71180982887745,0.127151016868418,2.75434791762382,0.0244634519302779,0.350218138535278
9594,131,0.0136543673129039,13.4900400135666,8.09722843766213,0.16441381199751,1.07154454383999,0.0130597628324816,0.176176723177866
8106,444,0.0547742413027387,7.19287098851055,8.47371632046998,0.0806138565910514,2.85428156983107,0.0319892634677283,0.230094645140843
7676,773,0.100703491401772,11.3899868330918,19.2296124869026,0.0866053142782766,2.63069548550993,0.0200028509805736,0.227832209293031
9036,1238,0.137007525453741,7.51301106531173,12.0193614000455,0.108008278446505,3.89783828519285,0.0560359620379566,0.420998802846556
9767,1301,0.133203644926794,7.74935920257121,16.8277080561966,0.139434377507772,2.94374932721257,0.0529669414269272,0.410459854978808
5387,478,0.0887321329125673,12.7032363926992,19.7292894772254,0.114285316116875,1.9536940259859,0.0175765082576729,0.223278539355448
5244,1834,0.349733028222731,7.26571447681636,17.8852669196203,0.106433828635374,3.86552870832384,0.0566252667152884,0.411423020126858
7239,1949,0.269236082331814,11.0470005404204,10.450275819283,0.202743948410265,3.9662835849449,0.0727926093227065,0.804139994526551
7728,1755,0.227096273291925,5.42034405516461,12.2127601867542,0.102702802202199,3.85656104423106,0.0730727832173264,0.396079626106367
9668,817,0.0845055854364915,8.24688799213618,20.7162679801695,0.232627584641334,2.51386179961264,0.0709108210422689,0.584793598566005
6721,1403,0.2087486981104,9.56432261504233,4.98254803335294,0.206162954754429,3.65272548981011,0.078736018241553,0.753056679886071
8907,1215,0.136409565510273,13.7782641663216,10.1053342935629,0.202198575892951,2.13594774249941,0.0313454283138807,0.431885591715145
8007,1172,0.146371924566005,12.6658959221095,6.50972711574286,0.246184057779145,3.3846728624776,0.0657870950988291,0.833252499539688
